quantization,inference_time,precision
float16,0.038620948791503906,0.0
float16,0.03766894340515137,0.17
float16,0.03827691078186035,0.05
float16,0.03705906867980957,0.0
float16,0.03749895095825195,0.0
float16,0.03868818283081055,0.0
float16,0.03800821304321289,0.17
float16,0.03765606880187988,0.0
float16,0.03891181945800781,0.04
float16,0.037709951400756836,0.02
float16,0.0370938777923584,0.01
float16,0.038668155670166016,0.05
float16,0.03764700889587402,0.04
float16,0.03771686553955078,0.07
float16,0.03843998908996582,0.08
float16,0.03810596466064453,0.12
float16,0.03770017623901367,0.0
float16,0.03781414031982422,0.0
float16,0.03793597221374512,0.09
float16,0.037615060806274414,0.0
float16,0.03791999816894531,0.0
float16,0.03778409957885742,0.0
float16,0.03729581832885742,0.0
float16,0.03781008720397949,0.04
float16,0.03782796859741211,0.0
float16,0.0376889705657959,0.0
float16,0.038581132888793945,0.1
float16,0.038110971450805664,0.0
float16,0.03845715522766113,0.0
float16,0.03798198699951172,0.02
float16,0.03785300254821777,0.17
float16,0.0377349853515625,0.0
float16,0.03847193717956543,0.05
float16,0.038236141204833984,0.0
float16,0.03746795654296875,0.04
float16,0.03814101219177246,0.0
float16,0.038244009017944336,0.0
float16,0.03756093978881836,0.04
float16,0.03777003288269043,0.17
float16,0.03776407241821289,0.02
float16,0.03790998458862305,0.0
float16,0.03808307647705078,0.0
float16,0.037943124771118164,0.06
float16,0.03819108009338379,0.0
float16,0.03880000114440918,0.15
float16,0.038137197494506836,0.04
float16,0.03813314437866211,0.02
float16,0.03818798065185547,0.15
float16,0.03812408447265625,0.0
float16,0.037858009338378906,0.0
float16,0.0374758243560791,0.0
float16,0.03803300857543945,0.16
float16,0.03765988349914551,0.01
float16,0.03863692283630371,0.0
float16,0.03828597068786621,0.15
float16,0.037641048431396484,0.01
float16,0.03831601142883301,0.01
float16,0.038001060485839844,0.0
float16,0.03787398338317871,0.0
float16,0.038450002670288086,0.0
float16,0.03799915313720703,0.0
float16,0.03770780563354492,0.01
float16,0.03855609893798828,0.04
float16,0.0380709171295166,0.0
float16,0.03755497932434082,0.0
float16,0.03855705261230469,0.0
float16,0.03755903244018555,0.0
float16,0.03802800178527832,0.02
float16,0.03813886642456055,0.02
float16,0.038188934326171875,0.0
float16,0.03818202018737793,0.01
float16,0.038095951080322266,0.01
float16,0.038160085678100586,0.0
float16,0.03772306442260742,0.0
float16,0.038674116134643555,0.0
float16,0.038472890853881836,0.0
float16,0.03793787956237793,0.15
float16,0.03797602653503418,0.02
float16,0.03803205490112305,0.08
float16,0.03798794746398926,0.0
float16,0.038893938064575195,0.16
float16,0.03838396072387695,0.01
float16,0.03845500946044922,0.0
float16,0.03833413124084473,0.01
float16,0.03811502456665039,0.14
float16,0.0380558967590332,0.04
float16,0.03827714920043945,0.05
float16,0.03812408447265625,0.09
float16,0.03769493103027344,0.15
float16,0.0379948616027832,0.17
float16,0.03817105293273926,0.06
float16,0.037789106369018555,0.01
float16,0.03845787048339844,0.0
float16,0.03782987594604492,0.0
float16,0.037780046463012695,0.08
float16,0.03807210922241211,0.0
float16,0.03804898262023926,0.01
float16,0.0377039909362793,0.0
float16,0.03850197792053223,0.17
float16,0.0379481315612793,0.01
float16,0.03814220428466797,0.01
float16,0.03789210319519043,0.01
float16,0.03807806968688965,0.0
float16,0.03771090507507324,0.0
float16,0.03817915916442871,0.0
float16,0.03812098503112793,0.08
float16,0.03751111030578613,0.0
float16,0.038156986236572266,0.0
float16,0.037734031677246094,0.0
float16,0.03767108917236328,0.01
float16,0.03830289840698242,0.01
float16,0.038259029388427734,0.0
float16,0.0377349853515625,0.02
float16,0.03789782524108887,0.12
float16,0.03827786445617676,0.07
float16,0.03750205039978027,0.02
float16,0.03765296936035156,0.14
float16,0.03934001922607422,0.02
float16,0.03764200210571289,0.19
float16,0.03885507583618164,0.0
float16,0.03807187080383301,0.01
float16,0.03754687309265137,0.0
float16,0.03791093826293945,0.0
float16,0.03768801689147949,0.12
float16,0.03762006759643555,0.1
float16,0.03793978691101074,0.0
float16,0.038047075271606445,0.0
float16,0.03759503364562988,0.0
float16,0.03811192512512207,0.18
float16,0.03796195983886719,0.0
float16,0.03754591941833496,0.0
float16,0.03870511054992676,0.0
float16,0.03817892074584961,0.0
float16,0.03800201416015625,0.0
float16,0.03844714164733887,0.13
float16,0.03813004493713379,0.01
float16,0.037584781646728516,0.0
float16,0.0379490852355957,0.0
float16,0.03757309913635254,0.0
float16,0.03816699981689453,0.15
float16,0.037114858627319336,0.06
float16,0.03759503364562988,0.15
float16,0.03769397735595703,0.01
float16,0.03846597671508789,0.09
float16,0.037878990173339844,0.01
float16,0.03750419616699219,0.0
float16,0.037661075592041016,0.01
float16,0.03754997253417969,0.0
float16,0.03789806365966797,0.0
float16,0.03790402412414551,0.17
float16,0.03790688514709473,0.0
float16,0.037776947021484375,0.16
float16,0.038227081298828125,0.0
float16,0.03787708282470703,0.0
float16,0.037567853927612305,0.0
float16,0.03838205337524414,0.0
float16,0.037908077239990234,0.0
float16,0.037953853607177734,0.0
float16,0.03779006004333496,0.0
float16,0.03783607482910156,0.0
float16,0.037400007247924805,0.0
float16,0.03791403770446777,0.0
float16,0.037956953048706055,0.05
float16,0.037451982498168945,0.02
float16,0.037947893142700195,0.09
float16,0.03748512268066406,0.0
float16,0.03744196891784668,0.09
float16,0.03826594352722168,0.21
float16,0.03817892074584961,0.18
float16,0.03812599182128906,0.0
float16,0.0387120246887207,0.17
float16,0.03789114952087402,0.1
float16,0.03746604919433594,0.0
float16,0.03786206245422363,0.0
float16,0.03756093978881836,0.0
float16,0.03745102882385254,0.0
float16,0.03776812553405762,0.0
float16,0.038031816482543945,0.0
float16,0.03805208206176758,0.0
float16,0.03795313835144043,0.0
float16,0.03788495063781738,0.14
float16,0.03812098503112793,0.0
float16,0.03794503211975098,0.0
float16,0.03774309158325195,0.08
float16,0.03751707077026367,0.0
float16,0.03838515281677246,0.0
float16,0.03745603561401367,0.0
float16,0.03847694396972656,0.0
float16,0.03787684440612793,0.15
float16,0.037828922271728516,0.01
float16,0.03803396224975586,0.23
float16,0.037892818450927734,0.15
float16,0.037895917892456055,0.0
float16,0.03771495819091797,0.0
float16,0.03867387771606445,0.17
float16,0.038272857666015625,0.0
float16,0.037602901458740234,0.0
float16,0.03837704658508301,0.0
float16,0.038641929626464844,0.0
float16,0.03781890869140625,0.11
float16,0.0386810302734375,0.0
float16,0.03844499588012695,0.0
float16,0.03741121292114258,0.0
float16,0.03848600387573242,0.13
float16,0.03814816474914551,0.0
float16,0.03757190704345703,0.0
float16,0.03805804252624512,0.0
float16,0.03774905204772949,0.0
float16,0.03748798370361328,0.03
float16,0.03869795799255371,0.05
float16,0.03689908981323242,0.04
float16,0.037580013275146484,0.0
float16,0.038597822189331055,0.0
float16,0.03827500343322754,0.0
float16,0.03762197494506836,0.0
float16,0.037995100021362305,0.0
float16,0.03814411163330078,0.0
float16,0.03762483596801758,0.03
float16,0.03809690475463867,0.0
float16,0.037979841232299805,0.15
float16,0.03841900825500488,0.01
float16,0.03804779052734375,0.0
float16,0.03822588920593262,0.01
float16,0.03773808479309082,0.11
float16,0.03855299949645996,0.0
float16,0.03826093673706055,0.0
float16,0.0377199649810791,0.04
float16,0.038452863693237305,0.0
float16,0.03730297088623047,0.0
float16,0.037529945373535156,0.0
float16,0.038305044174194336,0.0
float16,0.038182973861694336,0.0
float16,0.03785896301269531,0.04
float16,0.03871607780456543,0.0
float16,0.037344932556152344,0.0
float16,0.037225961685180664,0.02
float16,0.038475990295410156,0.0
float16,0.037442922592163086,0.04
float16,0.03763413429260254,0.0
float16,0.038012027740478516,0.03
float16,0.037904977798461914,0.0
float16,0.037928104400634766,0.0
float16,0.038191795349121094,0.01
float16,0.03808093070983887,0.01
float16,0.03772401809692383,0.0
float16,0.038169145584106445,0.02
float16,0.03794503211975098,0.0
float16,0.03787589073181152,0.0
float16,0.03848385810852051,0.01
float16,0.03985404968261719,0.14
float16,0.03765392303466797,0.0
float16,0.03787112236022949,0.1
float16,0.03774094581604004,0.0
float16,0.03778815269470215,0.01
float16,0.0379481315612793,0.03
float16,0.03821110725402832,0.15
float16,0.0388181209564209,0.03
float16,0.03820395469665527,0.0
float16,0.038218021392822266,0.16
float16,0.037750959396362305,0.04
float16,0.03841710090637207,0.0
float16,0.03852486610412598,0.09
float16,0.037580013275146484,0.0
float16,0.0378880500793457,0.0
float16,0.038169145584106445,0.19
float16,0.03839683532714844,0.0
float16,0.03810882568359375,0.0
float16,0.037893056869506836,0.0
float16,0.03759908676147461,0.0
float16,0.03813815116882324,0.1
float16,0.03792905807495117,0.0
float16,0.03764820098876953,0.0
float16,0.03800797462463379,0.0
float16,0.03830385208129883,0.0
float16,0.07671809196472168,0.0
float16,0.038101911544799805,0.19
float16,0.03801679611206055,0.0
float16,0.037808895111083984,0.01
float16,0.03785109519958496,0.02
float16,0.03823399543762207,0.0
float16,0.03789401054382324,0.15
float16,0.03851914405822754,0.06
float16,0.03801608085632324,0.0
float16,0.03777599334716797,0.0
float16,0.037394046783447266,0.0
float16,0.03772401809692383,0.0
float16,0.03809809684753418,0.0
float16,0.03788185119628906,0.17
float16,0.0384831428527832,0.0
float16,0.0381159782409668,0.01
float16,0.03777790069580078,0.0
float16,0.038437843322753906,0.0
float16,0.03770089149475098,0.01
float16,0.03799700736999512,0.0
float16,0.037600040435791016,0.0
float16,0.038002967834472656,0.09
float16,0.0375819206237793,0.0
float16,0.03783702850341797,0.02
float16,0.03872990608215332,0.0
float16,0.03798198699951172,0.0
float16,0.03867292404174805,0.0
float16,0.03783297538757324,0.09
float16,0.03880786895751953,0.01
float16,0.0383458137512207,0.01
float16,0.03841209411621094,0.16
float16,0.038450002670288086,0.0
float16,0.03812003135681152,0.0
float16,0.038658857345581055,0.07
float16,0.03892016410827637,0.0
float16,0.038330078125,0.06
float16,0.03782200813293457,0.01
float16,0.038514137268066406,0.06
float16,0.03790116310119629,0.01
float16,0.03821086883544922,0.17
float16,0.03794407844543457,0.01
float16,0.0382080078125,0.0
float16,0.0387110710144043,0.0
float16,0.03770089149475098,0.01
float16,0.03892087936401367,0.0
float16,0.038195133209228516,0.13
float16,0.03892397880554199,0.0
float16,0.03814291954040527,0.07
float16,0.038485050201416016,0.17
float16,0.03799891471862793,0.09
float16,0.037940025329589844,0.0
float16,0.037937164306640625,0.0
float16,0.038877010345458984,0.01
float16,0.03833317756652832,0.15
float16,0.03760695457458496,0.0
float16,0.03827500343322754,0.18
float16,0.037960052490234375,0.08
float16,0.0386660099029541,0.0
float16,0.038130998611450195,0.01
float16,0.03759908676147461,0.01
float16,0.03727412223815918,0.17
float16,0.03817391395568848,0.0
float16,0.03806900978088379,0.0
float16,0.037786006927490234,0.01
float16,0.03854703903198242,0.0
float16,0.03818488121032715,0.11
float16,0.03800487518310547,0.0
float16,0.03777503967285156,0.0
float16,0.03840899467468262,0.02
float16,0.0373687744140625,0.0
float16,0.03871583938598633,0.0
float16,0.03828310966491699,0.0
float16,0.03777885437011719,0.0
float16,0.03793978691101074,0.0
float16,0.03860902786254883,0.0
float16,0.03821706771850586,0.0
float16,0.03841090202331543,0.16
float16,0.03818392753601074,0.0
float16,0.03768181800842285,0.11
float16,0.03779721260070801,0.0
float16,0.038123130798339844,0.0
float16,0.03855299949645996,0.0
float16,0.03831195831298828,0.0
float16,0.037946224212646484,0.11
float16,0.03781294822692871,0.0
float16,0.038433074951171875,0.01
float16,0.03803896903991699,0.0
float16,0.03828310966491699,0.0
float16,0.03833293914794922,0.17
float16,0.03827381134033203,0.01
float16,0.0386199951171875,0.01
float16,0.03818511962890625,0.01
float16,0.03817892074584961,0.0
float16,0.03812909126281738,0.17
float16,0.03815293312072754,0.16
float16,0.03798198699951172,0.04
float16,0.03816699981689453,0.0
float16,0.03821897506713867,0.02
float16,0.03826093673706055,0.0
float16,0.0383450984954834,0.0
float16,0.03830885887145996,0.18
float16,0.039112091064453125,0.0
float16,0.03754901885986328,0.0
float16,0.038233041763305664,0.05
float16,0.03808403015136719,0.0
float16,0.03839397430419922,0.07
float16,0.038140058517456055,0.0
float16,0.038278818130493164,0.0
float16,0.03789401054382324,0.0
float16,0.037818193435668945,0.0
float16,0.038352012634277344,0.0
float16,0.03796100616455078,0.0
float16,0.03826594352722168,0.03
float16,0.03810596466064453,0.0
float16,0.03849005699157715,0.0
float16,0.038346052169799805,0.0
float16,0.03809309005737305,0.0
float16,0.03805804252624512,0.0
float16,0.0379481315612793,0.01
float16,0.03794288635253906,0.0
float16,0.03779101371765137,0.0
float16,0.03806018829345703,0.07
float16,0.037606000900268555,0.01
float16,0.037904977798461914,0.0
float16,0.03880190849304199,0.01
float16,0.038436174392700195,0.0
float16,0.0379948616027832,0.0
float16,0.03873419761657715,0.0
float16,0.03840899467468262,0.0
float16,0.038461923599243164,0.0
float16,0.038050174713134766,0.0
float16,0.03777503967285156,0.18
float16,0.038066864013671875,0.0
float16,0.03865313529968262,0.02
float16,0.03809809684753418,0.16
float16,0.03858208656311035,0.0
float16,0.038359880447387695,0.01
float16,0.03794598579406738,0.0
float16,0.03840303421020508,0.0
float16,0.0381169319152832,0.0
float16,0.0386049747467041,0.05
float16,0.037986040115356445,0.12
float16,0.03829789161682129,0.0
float16,0.03902792930603027,0.0
float16,0.03846406936645508,0.0
float16,0.038021087646484375,0.0
float16,0.03804588317871094,0.14
float16,0.03805899620056152,0.0
float16,0.0378720760345459,0.01
float16,0.03769493103027344,0.0
float16,0.03803110122680664,0.0
float16,0.038374900817871094,0.09
float16,0.03790593147277832,0.01
float16,0.038030147552490234,0.14
float16,0.03810000419616699,0.0
float16,0.03773689270019531,0.1
float16,0.037783145904541016,0.19
float16,0.03782916069030762,0.04
float16,0.03822207450866699,0.17
float16,0.03777003288269043,0.0
float16,0.03846597671508789,0.0
float16,0.03782820701599121,0.0
float16,0.03800201416015625,0.05
float16,0.038001060485839844,0.02
float16,0.03792309761047363,0.0
float16,0.03820204734802246,0.01
float16,0.03797411918640137,0.0
float16,0.03841900825500488,0.0
float16,0.03820204734802246,0.0
float16,0.03773689270019531,0.0
float16,0.037847042083740234,0.14
float16,0.038069963455200195,0.0
float16,0.03796982765197754,0.0
float16,0.037980079650878906,0.0
float16,0.037937164306640625,0.0
float16,0.03793907165527344,0.0
float16,0.03790712356567383,0.0
float16,0.03805899620056152,0.14
float16,0.03867602348327637,0.17
float16,0.03833484649658203,0.02
float16,0.03805398941040039,0.0
float16,0.03881096839904785,0.0
float16,0.03786587715148926,0.02
float16,0.03819012641906738,0.17
float16,0.03813600540161133,0.02
float16,0.03782200813293457,0.0
float16,0.038236141204833984,0.0
float16,0.03806900978088379,0.0
float16,0.03780794143676758,0.02
float16,0.038040876388549805,0.04
float16,0.037915945053100586,0.02
float16,0.03790593147277832,0.01
float16,0.03791999816894531,0.11
float16,0.0378878116607666,0.0
float16,0.037622928619384766,0.11
float16,0.038233041763305664,0.08
float16,0.03801703453063965,0.0
float16,0.03824591636657715,0.02
float16,0.037637948989868164,0.0
float16,0.03804206848144531,0.0
float16,0.037687063217163086,0.0
float16,0.03740406036376953,0.0
float16,0.03783702850341797,0.0
float16,0.0377960205078125,0.0
float16,0.03796696662902832,0.0
float16,0.039047956466674805,0.16
float16,0.03844118118286133,0.0
float16,0.03822684288024902,0.0
float16,0.03798413276672363,0.0
float16,0.03818202018737793,0.17
float16,0.04021191596984863,0.0
float16,0.03835582733154297,0.03
float16,0.037834882736206055,0.03
float16,0.03797006607055664,0.0
float16,0.03848600387573242,0.0
float16,0.03818988800048828,0.0
float16,0.03844189643859863,0.0
float16,0.03850698471069336,0.0
float16,0.038197994232177734,0.13
float16,0.038197994232177734,0.09
float16,0.038134098052978516,0.14
float16,0.03798103332519531,0.0
float16,0.0382540225982666,0.11
float16,0.03837990760803223,0.0
float16,0.03838491439819336,0.0
float16,0.03823995590209961,0.01
float16,0.03838181495666504,0.0
float16,0.03782010078430176,0.0
float16,0.03851318359375,0.1
float16,0.03797197341918945,0.0
float16,0.03868579864501953,0.0
float16,0.03820085525512695,0.0
float16,0.03789091110229492,0.01
float16,0.03829312324523926,0.12
float16,0.03765082359313965,0.19
float16,0.03834199905395508,0.0
float16,0.038137197494506836,0.05
float16,0.03894305229187012,0.01
float16,0.0387730598449707,0.01
float16,0.038266897201538086,0.14
float16,0.03836703300476074,0.0
float16,0.03836989402770996,0.15
float16,0.07653403282165527,0.0
float16,0.04090619087219238,0.0
float16,0.03852200508117676,0.0
float16,0.038130998611450195,0.0
float16,0.0381929874420166,0.1
float16,0.03819704055786133,0.0
float16,0.03764796257019043,0.0
float16,0.03862500190734863,0.0
float16,0.03886890411376953,0.02
float16,0.03831911087036133,0.1
float16,0.03826904296875,0.0
float16,0.038182973861694336,0.0
float16,0.03899717330932617,0.05
float16,0.03811812400817871,0.0
float16,0.03923392295837402,0.18
float16,0.03752303123474121,0.0
float16,0.039611101150512695,0.01
float16,0.03858590126037598,0.01
float16,0.03838682174682617,0.0
float16,0.03799581527709961,0.04
float16,0.038333892822265625,0.12
float16,0.0384371280670166,0.08
float16,0.03819990158081055,0.15
float16,0.03817391395568848,0.0
float16,0.03744912147521973,0.0
float16,0.03813982009887695,0.0
float16,0.038871049880981445,0.12
float16,0.038125038146972656,0.15
float16,0.038208961486816406,0.01
float16,0.038237810134887695,0.07
float16,0.03827381134033203,0.0
float16,0.03826093673706055,0.02
float16,0.03759288787841797,0.01
float16,0.03895711898803711,0.0
float16,0.03776097297668457,0.01
float16,0.038832902908325195,0.0
float16,0.03806781768798828,0.0
float16,0.03754711151123047,0.03
float16,0.038848161697387695,0.02
float16,0.03806185722351074,0.01
float16,0.03772282600402832,0.01
float16,0.037940025329589844,0.0
float16,0.037786006927490234,0.0
float16,0.038227081298828125,0.07
float16,0.038947105407714844,0.0
float16,0.0380859375,0.01
float16,0.038488149642944336,0.0
float16,0.0381929874420166,0.0
float16,0.03818798065185547,0.0
float16,0.0381169319152832,0.0
float16,0.03873801231384277,0.0
float16,0.038182973861694336,0.0
float16,0.03802180290222168,0.0
float16,0.03819584846496582,0.0
float16,0.038227081298828125,0.0
float16,0.037542104721069336,0.0
float16,0.03824186325073242,0.0
float16,0.03819012641906738,0.16
float16,0.03825187683105469,0.0
float16,0.03819012641906738,0.01
float16,0.03773093223571777,0.0
float16,0.03874993324279785,0.0
float16,0.037917137145996094,0.0
float16,0.038001060485839844,0.0
float16,0.03790402412414551,0.0
float16,0.03822207450866699,0.0
float16,0.038336992263793945,0.15
float16,0.03801083564758301,0.0
float16,0.03864288330078125,0.0
float16,0.03834795951843262,0.0
float16,0.03776192665100098,0.21
float16,0.03886103630065918,0.0
float16,0.038208961486816406,0.0
float16,0.03771615028381348,0.0
float16,0.03914308547973633,0.0
float16,0.038481950759887695,0.0
float16,0.038002967834472656,0.18
float16,0.03833198547363281,0.01
float16,0.03841590881347656,0.0
float16,0.03808307647705078,0.14
float16,0.039190053939819336,0.02
float16,0.03806018829345703,0.0
float16,0.038571834564208984,0.09
float16,0.03829383850097656,0.0
float16,0.03828787803649902,0.19
float16,0.03822517395019531,0.0
float16,0.03833198547363281,0.0
float16,0.037832021713256836,0.0
float16,0.03811383247375488,0.0
float16,0.03797483444213867,0.01
float16,0.03834795951843262,0.01
float16,0.03839898109436035,0.0
float16,0.038561105728149414,0.0
float16,0.03803110122680664,0.03
float16,0.038487911224365234,0.0
float16,0.03825497627258301,0.01
float16,0.03861093521118164,0.0
float16,0.038008928298950195,0.0
float16,0.03873014450073242,0.01
float16,0.03813600540161133,0.0
float16,0.038143157958984375,0.01
float16,0.03810405731201172,0.19
float16,0.03905081748962402,0.09
float16,0.03790903091430664,0.0
float16,0.038681983947753906,0.08
float16,0.03815507888793945,0.0
float16,0.03745579719543457,0.0
float16,0.03796100616455078,0.0
float16,0.03777194023132324,0.13
float16,0.03831815719604492,0.0
float16,0.038931846618652344,0.0
float16,0.03818106651306152,0.01
float16,0.038121938705444336,0.0
float16,0.038632869720458984,0.0
float16,0.03789210319519043,0.06
float16,0.040535926818847656,0.12
float16,0.03917813301086426,0.1
float16,0.0385289192199707,0.01
float16,0.0382230281829834,0.01
float16,0.03835105895996094,0.0
float16,0.03807997703552246,0.0
float16,0.037893056869506836,0.0
float16,0.03876900672912598,0.0
float16,0.038043975830078125,0.0
float16,0.03807401657104492,0.16
float16,0.03821706771850586,0.07
float16,0.03831195831298828,0.0
float16,0.038082122802734375,0.0
float16,0.03885602951049805,0.13
float16,0.037644147872924805,0.07
float16,0.03864002227783203,0.01
float16,0.03821897506713867,0.0
float16,0.03804492950439453,0.0
float16,0.03769087791442871,0.01
float16,0.03838396072387695,0.11
float16,0.03824901580810547,0.01
float16,0.038114070892333984,0.12
float16,0.03893589973449707,0.0
float16,0.038159847259521484,0.0
float16,0.03783082962036133,0.01
float16,0.03890705108642578,0.0
float16,0.03793215751647949,0.0
float16,0.038034915924072266,0.0
float16,0.03826403617858887,0.11
float16,0.03837418556213379,0.01
float16,0.038880109786987305,0.06
float16,0.03795003890991211,0.1
float16,0.03914904594421387,0.0
float16,0.03796720504760742,0.0
float16,0.03904891014099121,0.0
float16,0.038269996643066406,0.18
float16,0.038481950759887695,0.09
float16,0.037847042083740234,0.09
float16,0.03832697868347168,0.02
float16,0.03812909126281738,0.04
float16,0.03775787353515625,0.0
float16,0.03801107406616211,0.01
float16,0.0380558967590332,0.0
float16,0.03837299346923828,0.17
float16,0.0381159782409668,0.14
float16,0.037934064865112305,0.0
float16,0.03808403015136719,0.01
float16,0.03827619552612305,0.17
float16,0.03849315643310547,0.0
float16,0.03780484199523926,0.01
float16,0.03867197036743164,0.0
float16,0.037980079650878906,0.01
float16,0.03825092315673828,0.0
float16,0.038352012634277344,0.0
float16,0.03818488121032715,0.12
float16,0.03824281692504883,0.13
float16,0.03797483444213867,0.1
float16,0.03911590576171875,0.0
float16,0.040502071380615234,0.02
float16,0.039895057678222656,0.01
float16,0.03854703903198242,0.02
float16,0.03798103332519531,0.0
float16,0.03893589973449707,0.0
float16,0.0381162166595459,0.08
float16,0.03935408592224121,0.0
float16,0.038873910903930664,0.17
float16,0.03826308250427246,0.0
float16,0.0388028621673584,0.0
float16,0.03835487365722656,0.0
float16,0.037893056869506836,0.08
float16,0.03895401954650879,0.0
float16,0.03825092315673828,0.01
float16,0.03794598579406738,0.02
float16,0.0376889705657959,0.0
float16,0.038717031478881836,0.12
float16,0.03816485404968262,0.01
float16,0.03889107704162598,0.21
float16,0.03820395469665527,0.0
float16,0.037635087966918945,0.09
float16,0.038403987884521484,0.0
float16,0.038450002670288086,0.0
float16,0.03840899467468262,0.0
float16,0.038340091705322266,0.0
float16,0.03799796104431152,0.0
float16,0.03815293312072754,0.0
float16,0.0384211540222168,0.0
float16,0.037934064865112305,0.0
float16,0.03817296028137207,0.01
float16,0.03834414482116699,0.0
float16,0.038574934005737305,0.03
float16,0.037882089614868164,0.04
float16,0.03888297080993652,0.0
float16,0.038201093673706055,0.06
float16,0.037950992584228516,0.0
float16,0.03865218162536621,0.0
float16,0.03820300102233887,0.0
float16,0.0379481315612793,0.17
float16,0.0388331413269043,0.08
float16,0.03803420066833496,0.05
float16,0.03818702697753906,0.08
float16,0.038359880447387695,0.1
float16,0.03823518753051758,0.07
float16,0.03803396224975586,0.02
float16,0.03853607177734375,0.0
float16,0.03805804252624512,0.18
float16,0.03853607177734375,0.04
float16,0.03892207145690918,0.13
float16,0.03808093070983887,0.12
float16,0.0381929874420166,0.0
float16,0.038770198822021484,0.05
float16,0.038221120834350586,0.0
float16,0.038681983947753906,0.0
float16,0.03883194923400879,0.0
float16,0.038542985916137695,0.0
float16,0.039295196533203125,0.0
float16,0.0386660099029541,0.0
float16,0.038259029388427734,0.0
float16,0.038442134857177734,0.0
float16,0.0388789176940918,0.0
float16,0.03833484649658203,0.01
float16,0.03795504570007324,0.0
float16,0.038729190826416016,0.02
float16,0.051846981048583984,0.0
float16,0.056427955627441406,0.0
float16,0.0389559268951416,0.19
float16,0.038752079010009766,0.02
float16,0.038413047790527344,0.03
float16,0.038717031478881836,0.0
float16,0.03811907768249512,0.0
float16,0.03865408897399902,0.0
float16,0.038565874099731445,0.01
float16,0.03777623176574707,0.0
float16,0.038275957107543945,0.01
float16,0.038459062576293945,0.0
float16,0.03892111778259277,0.01
float16,0.03798103332519531,0.0
float16,0.038450002670288086,0.19
float16,0.03818011283874512,0.06
float16,0.038340091705322266,0.0
float16,0.03826093673706055,0.16
float16,0.03813505172729492,0.0
float16,0.03812098503112793,0.0
float16,0.038305044174194336,0.0
float16,0.03784990310668945,0.0
float16,0.03793501853942871,0.0
float16,0.03866887092590332,0.01
float16,0.038147926330566406,0.0
float16,0.03802680969238281,0.0
float16,0.038797855377197266,0.06
float16,0.03808307647705078,0.0
float16,0.03813314437866211,0.0
float16,0.03820610046386719,0.21
float16,0.03813791275024414,0.0
float16,0.03941798210144043,0.0
float16,0.03832507133483887,0.0
float16,0.03822612762451172,0.0
float16,0.038372039794921875,0.06
float16,0.03803682327270508,0.0
float16,0.03875994682312012,0.0
float16,0.03846907615661621,0.0
float16,0.038417816162109375,0.02
float16,0.03840994834899902,0.18
float16,0.038163185119628906,0.02
float16,0.039241790771484375,0.0
float16,0.03838992118835449,0.0
float16,0.03876996040344238,0.05
float16,0.03826904296875,0.0
float16,0.038223981857299805,0.0
float16,0.037919044494628906,0.0
float16,0.037834882736206055,0.0
float16,0.03875398635864258,0.0
float16,0.03835296630859375,0.0
float16,0.03817296028137207,0.0
float16,0.03802919387817383,0.0
float16,0.03811383247375488,0.05
float16,0.038865089416503906,0.0
float16,0.038105010986328125,0.0
float16,0.037941932678222656,0.06
float16,0.03900909423828125,0.0
float16,0.03835177421569824,0.0
float16,0.0382230281829834,0.02
float16,0.03815293312072754,0.16
float16,0.03816509246826172,0.0
float16,0.03824806213378906,0.0
float16,0.03821396827697754,0.0
float16,0.03840494155883789,0.0
float16,0.038012027740478516,0.0
float16,0.03871607780456543,0.0
float16,0.03821110725402832,0.17
float16,0.03789997100830078,0.11
float16,0.038583993911743164,0.0
float16,0.038179874420166016,0.0
float16,0.03789091110229492,0.0
float16,0.03773903846740723,0.0
float16,0.037954092025756836,0.04
float16,0.037722110748291016,0.0
float16,0.03775596618652344,0.0
float16,0.03836321830749512,0.0
float16,0.03831791877746582,0.01
float16,0.03770899772644043,0.07
float16,0.03771400451660156,0.11
float16,0.03783082962036133,0.0
float16,0.037644147872924805,0.01
float16,0.03840804100036621,0.05
float16,0.03799295425415039,0.0
float16,0.03837704658508301,0.0
float16,0.03827500343322754,0.0
float16,0.03843998908996582,0.0
float16,0.03846096992492676,0.0
float16,0.03787589073181152,0.0
float16,0.038741111755371094,0.0
float16,0.038110971450805664,0.07
float16,0.03852987289428711,0.01
float16,0.03874516487121582,0.0
float16,0.03790903091430664,0.0
float16,0.03821921348571777,0.0
float16,0.03734183311462402,0.0
float16,0.037628889083862305,0.0
float16,0.037641048431396484,0.07
float16,0.03772282600402832,0.08
float16,0.03762698173522949,0.0
float16,0.03861212730407715,0.0
float16,0.038374900817871094,0.02
float16,0.038542985916137695,0.0
float16,0.03801989555358887,0.04
float16,0.03775596618652344,0.0
float16,0.03790903091430664,0.15
float16,0.03773999214172363,0.01
float16,0.03774094581604004,0.0
float16,0.03745698928833008,0.17
float16,0.03766918182373047,0.01
float16,0.037706851959228516,0.05
float16,0.03763413429260254,0.0
float16,0.037580013275146484,0.0
float16,0.03869915008544922,0.0
float16,0.03766608238220215,0.0
float16,0.03759407997131348,0.02
float16,0.0377049446105957,0.17
float16,0.03860783576965332,0.02
float16,0.038249969482421875,0.02
float16,0.03796505928039551,0.0
float16,0.03780794143676758,0.05
float16,0.037615060806274414,0.0
